5.000000000000000000e-01,4.271955362894928887e-02,1.399881941156716492e-01,5.379979092902225091e-01,-5.475176782301219292e-02,1.242668420947201785e-01,2.631188747494711891e-02,1.708210459996137853e-01,4.236594443472324611e-01,4.850546476757635062e-01,1.306355663694312164e-01,4.453155775730682775e-02
-4.271955362894928887e-02,5.000000000000000000e-01,-8.359227839823785491e-03,1.689910395940017185e-01,-8.300839632673605306e-03,-5.568125868868818024e-02,-2.559762661022288097e-02,-4.256010408675774126e-02,1.341890929370653518e-01,1.350213495815461295e-01,-5.696311662559296052e-02,-4.553048180815447848e-02
-1.399881941156716492e-01,8.359227839823785491e-03,5.000000000000000000e-01,-3.357606151263593103e-02,9.619416303544639502e-02,2.481844594578125063e-01,1.768093582530989513e-02,3.175166496389836279e-01,3.877472754234766172e-02,-3.259683814148427866e-02,2.186215404665417250e-01,-1.799410272657882004e-01
-5.379979092902225091e-01,-1.689910395940017185e-01,3.357606151263593103e-02,5.000000000000000000e-01,-4.852052995375269462e-02,-3.906349261976377329e-02,-3.045250314209480003e-02,-2.725257820584036511e-02,-1.063417123977792866e-01,-1.020546157226636663e-01,-2.390193443997827918e-02,-2.118040743142294083e-02
5.475176782301219292e-02,8.300839632673605306e-03,-9.619416303544639502e-02,4.852052995375269462e-02,5.000000000000000000e-01,-1.504352195164355803e-02,3.620833962447148752e-02,-1.988752684786095903e-01,-5.549709052297512740e-02,6.430045565913865280e-02,1.936855110376764777e-01,1.481912707709482496e-02
-1.242668420947201785e-01,5.568125868868818024e-02,-2.481844594578125063e-01,3.906349261976377329e-02,1.504352195164355803e-02,5.000000000000000000e-01,8.471199268223797776e-03,5.411415059299048459e-03,-4.128990570929479825e-02,7.746709446346269901e-03,-2.462139566082093556e-01,1.204259449350260081e-01
-2.631188747494711891e-02,2.559762661022288097e-02,-1.768093582530989513e-02,3.045250314209480003e-02,-3.620833962447148752e-02,-8.471199268223797776e-03,5.000000000000000000e-01,4.531402598500867962e-02,5.181356171413892264e-02,-3.778517639648999032e-02,3.167741954848008606e-02,-1.962326696897668810e-01
-1.708210459996137853e-01,4.256010408675774126e-02,-3.175166496389836279e-01,2.725257820584036511e-02,1.988752684786095903e-01,-5.411415059299048459e-03,-4.531402598500867962e-02,5.000000000000000000e-01,6.683730931439733902e-02,-8.739115149598333798e-02,8.848368885292964836e-02,-2.100250925444177019e-01
-4.236594443472324611e-01,-1.341890929370653518e-01,-3.877472754234766172e-02,1.063417123977792866e-01,5.549709052297512740e-02,4.128990570929479825e-02,-5.181356171413892264e-02,-6.683730931439733902e-02,5.000000000000000000e-01,-3.422190130989056361e-02,3.134687661642232559e-02,-7.195645942353798806e-03
-4.850546476757635062e-01,-1.350213495815461295e-01,3.259683814148427866e-02,1.020546157226636663e-01,-6.430045565913865280e-02,-7.746709446346269901e-03,3.778517639648999032e-02,8.739115149598333798e-02,3.422190130989056361e-02,5.000000000000000000e-01,-2.065957374473845892e-02,-1.916077844021266477e-02
-1.306355663694312164e-01,5.696311662559296052e-02,-2.186215404665417250e-01,2.390193443997827918e-02,-1.936855110376764777e-01,2.462139566082093556e-01,-3.167741954848008606e-02,-8.848368885292964836e-02,-3.134687661642232559e-02,2.065957374473845892e-02,5.000000000000000000e-01,-3.127792698680137429e-01
-4.453155775730682775e-02,4.553048180815447848e-02,1.799410272657882004e-01,2.118040743142294083e-02,-1.481912707709482496e-02,-1.204259449350260081e-01,1.962326696897668810e-01,2.100250925444177019e-01,7.195645942353798806e-03,1.916077844021266477e-02,3.127792698680137429e-01,5.000000000000000000e-01
