-2.014593897393337774e-01,-1.960304082316393082e-01,-2.116884443320548592e-01,-1.977975362466355691e-01,1.455485152393866388e-01,-1.226708326939744409e-01,1.291858263564905629e-01,-1.992108163295183976e-01,-1.996273317354977095e-01,-1.980135278338789051e-01,9.245024749608783047e-05,-2.520132942366297701e-01,-2.741762481434356635e-02,1.546055027981258490e-01,-1.327639917516421075e-01,1.405377847953352133e-01,-1.321811130713153593e-01,-1.522309479472604976e-01,-2.679953052916245193e-01
-3.668712517079553148e-01,-3.704266690821458319e-01,-3.413074352756351737e-01,-3.676032903914554506e-01,2.814617292747255695e-01,-3.105969539559397252e-01,2.746918296089576050e-01,-3.683517212134772567e-01,-3.679289784297324339e-01,-3.640783237195349686e-01,-2.122954593611251495e-01,-5.210530336913853783e-02,2.957496644821960841e-01,3.052646055897767496e-01,-2.904101828079149739e-01,2.888519523169508774e-01,-2.887884341189491666e-01,-2.976063240340740546e-01,-1.616839287193561417e-02
2.124999037354497258e-02,1.438076270142810316e-02,2.790861284783979074e-02,1.949588898491345576e-02,-2.233966057976667641e-02,-6.879730008104671148e-03,-1.175466052251783119e-02,1.959556052435281956e-02,1.852676853035471055e-02,9.464832740873447073e-03,2.160679040885266772e-02,8.936631704786962560e-02,-2.014641623145296476e-02,9.136720600772443163e-03,7.134792327538940458e-03,1.740795451375808447e-02,-9.866873890317175849e-03,-2.242742179503870795e-02,1.621794543277251810e-01
-5.871788006548148142e-02,-6.019002966311893382e-02,-4.773103519297013791e-02,-5.755316271846400156e-02,5.871114344178839095e-02,9.536076848251202290e-05,8.300151946660976054e-02,-6.002683038843862479e-02,-6.104067133729045719e-02,-5.698161055317923357e-02,-3.025436059571863859e-02,-5.917971144729396865e-02,-3.471449282791207267e-03,4.415285364373766619e-02,-2.654509374635694377e-02,8.745269346659594045e-02,-2.613205310562246447e-02,-4.215165643907135828e-02,7.272192715117829775e-02
-1.075623923941589205e-01,-1.311208892737310561e-01,-5.296364823929761850e-02,-1.233361359755154596e-01,-6.026993264944366380e-02,9.529745507902519230e-02,-2.367105474275882360e-02,-1.188246546790735908e-01,-1.186781775145281798e-01,-1.171693804397913735e-01,-2.712067593581639069e-01,-2.322549571153382231e-01,4.376173952166849679e-01,1.065010666541841150e-01,-9.973255465442801282e-02,1.797448612593133821e-01,-1.009588877226770959e-01,-1.104677161708136762e-01,3.272774793602645227e-02
-1.577102543769394183e-01,-1.333574745056933797e-01,-2.359235421506741259e-01,-1.458077145526679719e-01,1.596341245162566647e-01,-2.193940063087699566e-01,1.199588064990455560e-01,-1.456526147837055585e-01,-1.447061764076557344e-01,-1.460755919242406053e-01,7.703491725166247694e-02,1.906845848722240819e-02,2.802879884371063668e-02,3.684831114054322454e-02,-9.998893551915875866e-02,-6.307938168056149639e-03,-9.962763748008836295e-02,-3.753496004001309616e-02,2.343487828105222104e-01
-1.182517503820123272e-01,-1.161790465592386773e-01,-1.389282203873977162e-01,-1.194189388901234217e-01,1.461381818634512331e-01,-1.642855098371725497e-01,1.528207909445619128e-01,-1.171001668518319438e-01,-1.161195671684265990e-01,-1.136272260584615112e-01,7.064702235994936574e-02,-1.885894157654393610e-01,1.593423413169730574e-01,7.492045343195084806e-02,-1.057762973024973657e-01,8.621568379061637921e-02,-1.032263591118421087e-01,-6.517745935576951810e-02,7.514061182603982980e-02
-1.359243101189755720e-01,-1.421300316455954560e-01,-1.127355828534774146e-01,-1.384200074220460208e-01,9.799143128447534989e-02,-9.113241880540771944e-02,9.716539464903595213e-02,-1.387522542566202721e-01,-1.383684414070180668e-01,-1.322791983444185915e-01,-1.553892390009737889e-01,1.924074118883275508e-01,1.422148034666574287e-02,7.844515702639813515e-02,-1.155414005125962075e-02,6.190013614669332559e-02,-1.508303389918468247e-02,-8.944226642000401017e-02,-5.613678483401034203e-02
-2.243902575709019742e-01,-2.269686236303080640e-01,-2.192119847418122214e-01,-2.284086257957115840e-01,-2.089231483309069437e-01,2.056486323069585120e-01,-2.127201169179475937e-01,-2.249892135396914516e-01,-2.240660418191261771e-01,-2.226179705117548591e-01,-2.186398295458248306e-02,-1.908385171595540220e-01,2.371303262660811040e-01,-1.206945832929244289e-01,1.217069604464020433e-01,-1.252076437084878868e-01,1.175785948325695357e-01,1.048731230732115050e-01,-2.240925813323276991e-02
-2.301889019542955606e-01,-2.254440714472094875e-01,-2.346623442811968108e-01,-2.298578923115353612e-01,-3.379897274533073814e-02,5.181952034956328890e-02,-5.137581191787750357e-02,-2.285818914211938113e-01,-2.280175064637449678e-01,-2.231906759299814857e-01,2.005375437402250050e-02,-2.021206142817482884e-02,1.790986299464121800e-01,-1.329026761840910453e-01,1.358898394463812498e-01,-1.485597621986694816e-01,1.332818809798741733e-01,1.216564587566041633e-01,-1.365661119261318557e-01
