0.000000000000000000e+00,7.454350249961073753e-03,2.318300883836817844e-02,-2.916376297456549447e-03,-9.210899165355043716e-02,3.592203625300377512e-02,8.544818796820345674e-02,6.519513901697743252e-02,-6.183658063356865624e-03,-2.806449185343931965e-03,6.441108880771506673e-02,7.172460770728633639e-02
-7.454350249961073753e-03,0.000000000000000000e+00,1.591510802910861208e-02,1.599209148164411343e-02,1.581583257302667314e-02,1.850467441089562876e-02,-1.097597210588304589e-02,2.654035234637357882e-02,1.837407508397830708e-02,1.927596551907769309e-02,4.187945896626322356e-02,-3.654765490869361921e-02
-2.318300883836817844e-02,-1.591510802910861208e-02,0.000000000000000000e+00,-3.134319698075243438e-03,-1.374270605847699167e-01,-6.855454425239392025e-02,-8.761474052300700921e-02,-1.020564567857844412e-01,9.295279924878777772e-04,-1.626196816788768110e-02,3.853432274431220494e-02,2.410081044211096965e-02
2.916376297456549447e-03,-1.599209148164411343e-02,3.134319698075243438e-03,0.000000000000000000e+00,-5.285201990948323186e-03,-2.909875971679536880e-03,-9.811513330168648503e-03,-2.537743047968583389e-03,2.464094331441293514e-02,2.448806042488316237e-02,-4.274423496880196127e-03,-7.852569391555984032e-03
9.210899165355043716e-02,-1.581583257302667314e-02,1.374270605847699167e-01,5.285201990948323186e-03,0.000000000000000000e+00,5.211119200389070782e-02,1.429197618290139506e-02,7.676289206249674313e-02,-1.204821580729204108e-03,4.693265237032600429e-03,1.442316141818387465e-01,4.685541863188906475e-02
-3.592203625300377512e-02,-1.850467441089562876e-02,6.855454425239392025e-02,2.909875971679536880e-03,-5.211119200389070782e-02,0.000000000000000000e+00,-1.224033461758613772e-01,4.894165428225853709e-02,-6.336416421357835005e-03,1.553294109036103049e-03,6.235714185084552559e-03,-4.528951430930439753e-02
-8.544818796820345674e-02,1.097597210588304589e-02,8.761474052300700921e-02,9.811513330168648503e-03,-1.429197618290139506e-02,1.224033461758613772e-01,0.000000000000000000e+00,8.507065522450407702e-02,-4.039587178683469795e-03,8.398611087961065785e-03,5.485607671764389237e-02,7.195547476794017516e-03
-6.519513901697743252e-02,-2.654035234637357882e-02,1.020564567857844412e-01,2.537743047968583389e-03,-7.676289206249674313e-02,-4.894165428225853709e-02,-8.507065522450407702e-02,0.000000000000000000e+00,1.162282420389898312e-02,-1.073030526702554478e-02,1.312588282827080455e-01,1.149162324261033923e-02
6.183658063356865624e-03,-1.837407508397830708e-02,-9.295279924878777772e-04,-2.464094331441293514e-02,1.204821580729204108e-03,6.336416421357835005e-03,4.039587178683469795e-03,-1.162282420389898312e-02,0.000000000000000000e+00,2.681708684922355906e-03,4.982981967446648876e-03,8.476672642985610268e-03
2.806449185343931965e-03,-1.927596551907769309e-02,1.626196816788768110e-02,-2.448806042488316237e-02,-4.693265237032600429e-03,-1.553294109036103049e-03,-8.398611087961065785e-03,1.073030526702554478e-02,-2.681708684922355906e-03,0.000000000000000000e+00,-5.224633779311265054e-03,-6.879985482020485078e-03
-6.441108880771506673e-02,-4.187945896626322356e-02,-3.853432274431220494e-02,4.274423496880196127e-03,-1.442316141818387465e-01,-6.235714185084552559e-03,-5.485607671764389237e-02,-1.312588282827080455e-01,-4.982981967446648876e-03,5.224633779311265054e-03,0.000000000000000000e+00,5.105762524133334451e-02
-7.172460770728633639e-02,3.654765490869361921e-02,-2.410081044211096965e-02,7.852569391555984032e-03,-4.685541863188906475e-02,4.528951430930439753e-02,-7.195547476794017516e-03,-1.149162324261033923e-02,-8.476672642985610268e-03,6.879985482020485078e-03,-5.105762524133334451e-02,0.000000000000000000e+00
